ID,WORD,LANG,POS,CS
20,so,DE,ADV,0
20,klein,DE,ADJ,0
20,.,OTHER,PUNCT,0
21,Ich,DE,PRON,0
21,stand,DE,VERB,0
21,da,DE,ADV,0
21,so,DE,ADV,0
21,.,OTHER,PUNCT,0
21,um,DE,ADP,0
21,nicht,DE,PART,0
21,was,DE,PRON,0
21,falsches,DE,NOUN,0
21,zu,DE,ADP,0
21,machen,DE,VERB,0
21,.,OTHER,PUNCT,0
22,Ich,DE,PRON,0
22,saß,DE,VERB,0
22,auf'm,DE,ADP,0
22,Flügel,DE,NOUN,0
22,.,OTHER,PUNCT,0
23,Also,DE,ADV,0
23,was,DE,PRON,0
23,heißt,DE,VERB,0
23,.,OTHER,PUNCT,0
23,auf'm,DE,ADP,0
23,Flügel,DE,NOUN,0
23,.,OTHER,PUNCT,0
24,Ja,DE,ADV,0
24,ja,DE,ADV,0
24,.,OTHER,PUNCT,0
24,an,DE,ADP,0
24,der,DE,PRON,0
24,Flügel,DE,NOUN,0
24,Seite,DE,NOUN,0
24,.,OTHER,PUNCT,0
25,Ich,DE,PRON,0
25,saß,DE,VERB,0
25,am,DE,ADP,0
25,Flügel,DE,NOUN,0
25,ne,TR,PRON,1
25,.,OTHER,PUNCT,0
26,Und,DE,CCONJ,0
26,dann,DE,ADV,0
26,.,OTHER,PUNCT,0
27,Ich,DE,PRON,0
27,wollt,DE,AUX,0
27,schon,DE,ADV,0
27,immer,DE,ADV,0
27,zum,DE,ADP,0
27,Cockpit,DE,NOUN,0
27,.,OTHER,PUNCT,0
28,Aber,DE,ADV,0
28,ich,DE,PRON,0
28,hab,DE,VERB,0
28,mich,DE,PRON,0
28,nicht,DE,PART,0
28,getraut,DE,VERB,0
28,.,OTHER,PUNCT,0
29,Die,DE,PRON,0
29,Stewardess,DE,NOUN,0
29,.,OTHER,PUNCT,0
29,-,OTHER,PUNCT,0
29,die,DE,PRON,0
29,sahen,DE,VERB,0
29,so,DE,ADV,0
29,Dings,DE,NOUN,0
29,aus,DE,ADP,0
29,.,OTHER,PUNCT,0
29,-,OTHER,PUNCT,0
29,tamam,TR,ADJ,0
29,mı,TR,AUX,0
29,?,OTHER,PUNCT,0
30,Baktım,TR,VERB,0
30,gidiyor,TR,VERB,0
30,çocuğun,TR,NOUN,0
30,biri,TR,PRON,0
30,.,OTHER,PUNCT,0
30,so,DE,ADV,0
30,alt,DE,ADJ,0
30,wie,DE,ADP,0
30,ich,DE,PRON,0
30,.,OTHER,PUNCT,0
30,ne,DE,X,0
30,.,OTHER,PUNCT,0
31,Also,DE,ADV,0
31,die,DE,PRON,0
31,Stewardess,DE,NOUN,0
31,hat,DE,VERB,0
31,so,DE,ADV,0
31,gemacht,DE,VERB,0
31,irgendwann,DE,ADV,0
31,.,OTHER,PUNCT,0
32,Gel,TR,VERB,0
32,.,OTHER,PUNCT,0
33,Dedi,TR,VERB,0
33,.,OTHER,PUNCT,0
34,Uğur,TR,PROPN,0
34,!,OTHER,PUNCT,0
35,Uğur,TR,PROPN,0
35,!,OTHER,PUNCT,0
36,Uğur,TR,PROPN,0
36,---,OTHER,PUNCT,0
37,Geldi,TR,VERB,0
37,çocuk,TR,NOUN,0
37,.,OTHER,PUNCT,0
38,Gitti,TR,VERB,0
38,onlar,TR,PRON,0
38,.,OTHER,PUNCT,0
39,Und,DE,CCONJ,0
39,dann,DE,ADV,0
39,hab,DE,VERB,0
39,ich,DE,PRON,0
39,die,DE,PRON,0
39,auch,DE,ADV,0
39,gefragt,DE,VERB,0
39,.,OTHER,PUNCT,0
40,Ne,TR,PRON,0
40,oldu,TR,VERB,0
40,?,OTHER,PUNCT,0
41,Çocuk,TR,NOUN,0
41,şeyi,TR,NOUN,0
41,unutmuş,TR,VERB,0
41,.,OTHER,PUNCT,0
42,Der,DE,DET,0
42,Kleine,DE,NOUN,0
42,hat,DE,VERB,0
42,was,DE,PRON,0
42,vergessen,DE,VERB,0
42,.,OTHER,PUNCT,0
43,Dann,DE,ADV,0
43,hab,DE,VERB,0
43,ich,DE,PRON,0
43,die,DE,PRON,0
43,Stewardess,DE,NOUN,0
43,gefragt,DE,VERB,0
43,.,OTHER,PUNCT,0
44,Meint,DE,VERB,0
44,sie,DE,PRON,0
44,?,OTHER,PUNCT,0
45,Natürlich,DE,ADJ,0
45,Sie,DE,PRON,0
45,dürfen,DE,AUX,0
45,.,OTHER,PUNCT,0
46,Ich,DE,PRON,0
46,frag,DE,VERB,0
46,erst,DE,ADV,0
46,mal,DE,ADV,0
46,.,OTHER,PUNCT,0
47,Und,DE,CCONJ,0
47,dann,DE,ADV,0
47,meint,DE,VERB,0
47,sie,DE,PRON,0
47,.,OTHER,PUNCT,0
48,Gelin,TR,VERB,0
48,!,OTHER,PUNCT,0
49,Gittim,TR,VERB,0
49,.,OTHER,PUNCT,0
50,Voll,DE,ADJ,0
50,die,DE,PRON,0
50,geile,DE,ADJ,0
50,Aussicht,DE,NOUN,0
50,!,OTHER,PUNCT,0
51,So,DE,ADV,0
51,toll,DE,ADJ,0
51,.,OTHER,PUNCT,0
51,die,DE,PRON,0
51,ganzen,DE,VERB,0
51,Wolken,DE,NOUN,0
51,und,DE,CCONJ,0
51,.,OTHER,PUNCT,0
52,Das,DE,PRON,0
52,ist,DE,AUX,0
52,jetzt,DE,ADV,0
52,was,DE,PRON,0
52,anderes,DE,DET,0
52,ob,DE,SCONJ,0
52,du,DE,PRON,0
52,so,DE,ADV,0
52,guckst,DE,VERB,0
52,oder,DE,CCONJ,0
52,ob,DE,SCONJ,0
52,du,DE,PRON,0
52,so,DE,ADV,0
52,aus,DE,ADP,0
52,dem,DE,PRON,0
52,Fenster,DE,NOUN,0
52,guckst,DE,VERB,0
52,!,OTHER,PUNCT,0
53,Bak,TR,VERB,0
53,!,OTHER,PUNCT,0
54,Ja,DE,ADV,0
54,ja,DE,ADV,0
54,!,OTHER,PUNCT,0
55,Weil,DE,ADV,0
55,.,OTHER,PUNCT,0
55,weißt,DE,VERB,0
55,du,DE,PRON,0
55,.,OTHER,PUNCT,0
55,die,DE,PRON,0
55,ganzen,DE,VERB,0
55,Wolken,DE,NOUN,0
55,.,OTHER,PUNCT,0
55,die,DE,PRON,0
55,verschwammen,DE,VERB,0
55,dann,DE,ADV,0
55,einfach,DE,ADJ,0
55,.,OTHER,PUNCT,0
55,biliyor,TR,VERB,0
55,musun,TR,AUX,0
55,?,OTHER,PUNCT,0
56,Das,DE,PRON,0
56,ist,DE,AUX,0
56,.,OTHER,PUNCT,0
56,-,OTHER,PUNCT,0
56,harika,TR,ADJ,0
56,bir,TR,ADV,0
56,şey,TR,NOUN,0
56,!,OTHER,PUNCT,0
57,Ve,TR,CCONJ,0
57,nasıl,TR,ADV,0
57,konuştum,TR,VERB,0
57,orda,TR,NOUN,0
57,biliyor,TR,VERB,0
57,musun,TR,AUX,0
57,?,OTHER,PUNCT,0
58,Nur,DE,ADV,0
58,geredet,DE,VERB,0
58,damit,DE,ADV,0
58,.,OTHER,PUNCT,0
58,jeder,DE,DET,0
58,Satz,DE,NOUN,0
58,ist,DE,AUX,0
58,eine,DE,DET,0
58,Sekunde,DE,NOUN,0
58,länger,DE,ADJ,0
58,dort,DE,ADV,0
58,bleiben,DE,VERB,0
58,ne,TR,PRON,1
58,!,OTHER,PUNCT,0
59,Und,DE,CCONJ,0
59,immer,DE,ADV,0
59,so,DE,ADV,0
59,komplizierte,DE,ADJ,0
59,Fragen,DE,NOUN,0
59,.,OTHER,PUNCT,0
59,ja,DE,ADV,0
59,.,OTHER,PUNCT,0
59,also,DE,ADV,0
59,.,OTHER,PUNCT,0
59,wie,DE,ADP,0
59,fliegt,DE,VERB,0
59,der,DE,PRON,0
59,denn,DE,ADV,0
59,so,DE,ADV,0
59,von,DE,ADP,0
59,alleine,DE,ADV,0
59,.,OTHER,PUNCT,0
59,ne,TR,PRON,0
59,.,OTHER,PUNCT,0
60,Und,DE,CCONJ,0
60,die,DE,PRON,0
60,erzählen,DE,VERB,0
60,mir,DE,PRON,0
60,das,DE,PRON,0
60,.,OTHER,PUNCT,0
60,ja,DE,ADV,0
60,.,OTHER,PUNCT,0
60,dies,DE,DET,0
60,und,DE,CCONJ,0
60,das,DE,PRON,0
60,.,OTHER,PUNCT,0
61,Der,DE,DET,0
61,Co,DE,PROPN,0
61,–,OTHER,PUNCT,0
61,Pilot,DE,NOUN,0
61,.,OTHER,PUNCT,0
61,işte,TR,ADV,0
61,Computer,DE,NOUN,1
61,.,OTHER,PUNCT,0
61,cart,LANG3,NOUN,0
61,curt,LANG3,NOUN,0
61,.,OTHER,PUNCT,0
61,işte,TR,ADV,0
61,Funken,DE,NOUN,1
61,falan,TR,ADJ,1
61,.,OTHER,PUNCT,0
62,Ich,DE,PRON,0
62,.,OTHER,PUNCT,0
62,ja,DE,ADV,0
62,.,OTHER,PUNCT,0
62,hm,DE,X,0
62,hm,DE,X,0
62,.,OTHER,PUNCT,0
63,Sonst,DE,ADV,0
63,hätten,DE,AUX,0
63,die,DE,PRON,0
63,doch,DE,ADV,0
63,gar,DE,ADV,0
63,nicht,DE,PART,0
63,aufgehalten,DE,VERB,0
63,!,OTHER,PUNCT,0
64,Ja,DE,ADV,0
64,.,OTHER,PUNCT,0
65,Ich,DE,PRON,0
65,so,DE,ADV,0
65,ne,DE,X,0
65,.,OTHER,PUNCT,0
65,ja,DE,ADV,0
65,.,OTHER,PUNCT,0
65,hehe,TR,INTJ,0
65,.,OTHER,PUNCT,0
66,Und,DE,CCONJ,0
66,ab,DE,ADP,0
66,und,DE,CCONJ,0
66,zu,DE,ADP,0
66,den,DE,DET,0
66,Leuten,DE,NOUN,0
66,in,DE,ADP,0
66,die,DE,PRON,0
66,Augen,DE,NOUN,0
66,gucken,DE,VERB,0
66,.,OTHER,PUNCT,0
66,nicht,DE,PART,0
66,vergessen,DE,VERB,0
66,.,OTHER,PUNCT,0
67,Ja,DE,ADV,0
67,.,OTHER,PUNCT,0
67,ist,DE,AUX,0
67,klar,DE,ADJ,0
67,!,OTHER,PUNCT,0
68,Heee,TR,INTJ,0
68,.,OTHER,PUNCT,0
68,heee,TR,INTJ,0
68,!,OTHER,PUNCT,0
69,Tabi,TR,INTJ,0
69,.,OTHER,PUNCT,0
69,tabi,TR,INTJ,0
69,falan,TR,ADJ,0
69,.,OTHER,PUNCT,0
70,Nee,DE,PROPN,0
70,bei,DE,ADP,0
70,mir,DE,PRON,0
70,war,DE,AUX,0
70,das,DE,PRON,0
70,ganz,DE,ADJ,0
70,komisch,DE,ADJ,0
70,.,OTHER,PUNCT,0
71,Flugzeug,DE,NOUN,0
71,.,OTHER,PUNCT,0
71,şimdi,TR,NOUN,0
71,Frankfurt'tayım,MIXED,PROPN,1
71,ben,TR,PRON,1
71,.,OTHER,PUNCT,0
72,İndim,TR,VERB,0
72,küçük,TR,ADJ,0
72,şeyden,TR,NOUN,0
72,.,OTHER,PUNCT,0
72,uçaktan,TR,NOUN,0
72,.,OTHER,PUNCT,0
73,tschuldigung,DE,NOUN,0
90,aber,DE,ADV,0
90,noch,DE,ADV,0
90,zwei,DE,NUM,0
90,ein,DE,DET,0
90,halb,DE,ADJ,0
90,Stunden,DE,NOUN,0
90,!,OTHER,PUNCT,0
91,Was,DE,PRON,0
91,machste,DE,VERB,0
91,?,OTHER,PUNCT,0
92,Şöyle,TR,ADV,0
92,bir,TR,ADV,0
92,baktım,TR,VERB,0
92,.,OTHER,PUNCT,0
92,und,DE,CCONJ,0
92,das,DE,PRON,0
92,ist,DE,AUX,0
92,n,DE,X,0
92,riesen,DE,VERB,0
92,.,OTHER,PUNCT,0
92,böyle,TR,ADV,0
92,Einkaufstraße,DE,NOUN,1
92,gibi,TR,ADP,1
92,bir,TR,ADV,0
92,şey,TR,NOUN,0
92,var,TR,ADJ,0
92,.,OTHER,PUNCT,0
92,weißt,DE,VERB,0
92,du,DE,PRON,0
92,in,DE,ADP,0
92,Darmstadt,DE,PROPN,0
92,!,OTHER,PUNCT,0
93,Toll,DE,ADJ,0
93,.,OTHER,PUNCT,0
93,dedim,TR,VERB,0
93,.,OTHER,PUNCT,0
93,auf,DE,ADP,0
93,und,DE,CCONJ,0
93,ab,DE,ADP,0
93,.,OTHER,PUNCT,0
93,yarım,TR,ADJ,0
93,saat,TR,NOUN,0
93,yine,TR,ADV,0
93,geçti,TR,VERB,0
93,!,OTHER,PUNCT,0
94,Ich,DE,PRON,0
94,hab',DE,VERB,0
94,noch,DE,ADV,0
94,zwei,DE,NUM,0
94,stunden,DE,NOUN,0
94,!,OTHER,PUNCT,0
95,Şöyle,TR,ADV,0
95,bir,TR,ADV,0
95,Cafe§ye,MIXED,PROPN,1
95,baktım,TR,VERB,1
95,.,OTHER,PUNCT,0
96,Ich,DE,PRON,0
96,so,DE,ADV,0
96,.,OTHER,PUNCT,0
97,.,OTHER,PUNCT,0
97,Gönnst,DE,PROPN,0
97,du,DE,PRON,0
97,dir,DE,PRON,0
97,mal,DE,ADV,0
97,was,DE,PRON,0
97,!,OTHER,PUNCT,0
97,.,OTHER,PUNCT,0
98,Nee,DE,PROPN,0
98,.,OTHER,PUNCT,0
98,erst,DE,ADV,0
98,hab,DE,VERB,0
98,ich,DE,PRON,0
98,überlegt,DE,VERB,0
98,.,OTHER,PUNCT,0
98,von,DE,ADP,0
98,wegen,DE,ADP,0
98,sonst,DE,ADV,0
98,hast,DE,VERB,0
98,du,DE,PRON,0
98,eigentlich,DE,ADJ,0
98,keine,DE,DET,0
98,Gelegenheit,DE,NOUN,0
98,.,OTHER,PUNCT,0
99,Was,DE,PRON,0
99,solls,DE,AUX,0
99,?,OTHER,PUNCT,0
100,Es,DE,PRON,0
100,waren,DE,AUX,0
100,.,OTHER,PUNCT,0
100,wirklich,DE,ADV,0
100,alles,DE,DET,0
100,nur,DE,ADV,0
100,Passagiere,DE,NOUN,0
100,.,OTHER,PUNCT,0
100,biliyor,TR,VERB,0
100,musun,TR,AUX,0
100,.,OTHER,PUNCT,0
100,hep,TR,INTJ,0
100,böyle,TR,ADV,0
100,genç,TR,ADJ,0
100,genç,TR,ADJ,0
100,!,OTHER,PUNCT,0
101,Ich,DE,PRON,0
101,kam,DE,VERB,0
101,mir,DE,PRON,0
101,auch,DE,ADJ,0
101,bisschen,DE,ADV,0
101,doof,DE,ADJ,0
101,vor,DE,ADP,0
101,yalnız,TR,ADV,1
101,.,OTHER,PUNCT,0
101,weißt,DE,VERB,0
101,du,DE,PRON,0
101,?,OTHER,PUNCT,0
102,Ich,DE,PRON,0
102,so,DE,ADV,0
102,was,DE,PRON,0
102,machst,DE,VERB,0
102,du,DE,PRON,0
102,jetzt,DE,ADV,0
102,?,OTHER,PUNCT,0
103,Ach,DE,X,0
103,scheiß,DE,INTJ,0
103,drauf,DE,ADV,0
103,.,OTHER,PUNCT,0
103,dedim,TR,VERB,0
103,.,OTHER,PUNCT,0
104,Bin,DE,AUX,0
104,ich,DE,PRON,0
104,reingegangen,DE,VERB,0
104,.,OTHER,PUNCT,0
104,anderthalb,DE,NUM,0
104,Stunden,DE,NOUN,0
104,.,OTHER,PUNCT,0
104,war,DE,AUX,0
104,total,DE,ADJ,0
104,gemütlich,DE,ADJ,0
104,.,OTHER,PUNCT,0
105,Hab,DE,VERB,0
105,mir,DE,PRON,0
105,eine,DE,DET,0
105,geraucht,DE,VERB,0
105,.,OTHER,PUNCT,0
105,ich,DE,PRON,0
105,hab,DE,VERB,0
105,Kaffee,DE,NOUN,0
105,getrunken,DE,VERB,0
105,.,OTHER,PUNCT,0
105,höre,DE,VERB,0
105,mal,DE,ADV,0
105,.,OTHER,PUNCT,0
105,es,DE,PRON,0
105,war,DE,AUX,0
105,toll,DE,ADJ,0
105,!,OTHER,PUNCT,0
106,Dings,DE,NOUN,0
106,.,OTHER,PUNCT,0
106,Handgepäck§ler,MIXED,PROPN,0
106,falan,TR,ADJ,1
106,yanımda,TR,ADJ,0
106,.,OTHER,PUNCT,0
107,Und,DE,CCONJ,0
107,man,DE,PRON,0
107,sieht,DE,VERB,0
107,richtig,DE,ADJ,0
107,.,OTHER,PUNCT,0
107,Sonnenbrille,DE,NOUN,0
107,.,OTHER,PUNCT,0
107,T-Shirt,DE,NOUN,0
107,vardı,TR,ADJ,1
107,.,OTHER,PUNCT,0
107,mitten,DE,ADV,0
107,im,DE,ADP,0
107,Winter,DE,NOUN,0
107,ich,DE,PRON,0
107,mit,DE,ADP,0
107,T-Shirt,DE,NOUN,0
107,und,DE,CCONJ,0
107,Sonnenbrille,DE,NOUN,0
107,.,OTHER,PUNCT,0
108,Avustralya‘ya,TR,PROPN,0
108,hazırlık,TR,NOUN,0
108,!,OTHER,PUNCT,0
109,Total,DE,ADJ,0
109,genial,DE,ADJ,0
109,!,OTHER,PUNCT,0
110,Gittim,TR,VERB,0
110,şimdi,TR,NOUN,0
110,uçağa,TR,NOUN,0
110,.,OTHER,PUNCT,0
111,Ich,DE,PRON,0
111,wußte,DE,VERB,0
111,.,OTHER,PUNCT,0
111,von,DE,ADP,0
111,Darmstadt,DE,PROPN,0
111,bis,DE,ADP,0
111,Singapur,DE,PROPN,0
111,nonstop,TR,NOUN,1
111,dreizehn,DE,NUM,1
111,Stunden,DE,NOUN,0
111,!,OTHER,PUNCT,0
112,Das,DE,PRON,0
112,muß,DE,AUX,0
112,ja,DE,ADV,0
112,langweilig,DE,ADJ,0
112,gewesen,DE,AUX,0
112,sein,DE,AUX,0
112,!,OTHER,PUNCT,0
113,Ben,TR,PRON,0
113,şimdi,TR,NOUN,0
113,oturdum,TR,VERB,0
113,.,OTHER,PUNCT,0
113,die,DE,PRON,0
113,ersten,DE,ADJ,0
113,Stunden,DE,NOUN,0
113,gehen,DE,VERB,0
113,.,OTHER,PUNCT,0
113,erste,DE,ADJ,0
113,zwei,DE,NUM,0
113,Stunden,DE,NOUN,0
113,ist,DE,AUX,0
113,O.k.,DE,X,0
113,.,OTHER,PUNCT,0
114,Üç,TR,NUM,0
114,saat,TR,NOUN,0
114,oldu,TR,VERB,0
114,.,OTHER,PUNCT,0
114,dört,TR,NUM,0
114,saat,TR,NOUN,0
114,oldu,TR,VERB,0
114,.,OTHER,PUNCT,0
114,saat,TR,NOUN,0
114,geçmiyor,TR,VERB,0
114,!,OTHER,PUNCT,0
115,Und,DE,CCONJ,0
115,ich,DE,PRON,0
115,.,OTHER,PUNCT,0
116,Keine,DE,DET,0
116,Musik,DE,NOUN,0
116,.,OTHER,PUNCT,0
116,kein,DE,DET,0
116,Fernsehen,DE,NOUN,0
116,?,OTHER,PUNCT,0
117,Doch,DE,ADV,0
117,.,OTHER,PUNCT,0
117,Fernseher,DE,NOUN,0
117,var,TR,ADJ,1
117,.,OTHER,PUNCT,0
117,die,DE,PRON,0
117,Firma,DE,NOUN,0
117,.,OTHER,PUNCT,0
117,lief,DE,VERB,0
117,.,OTHER,PUNCT,0
118,Aber,DE,ADV,0
118,Kopfhörer,DE,NOUN,0
118,.,OTHER,PUNCT,0
118,Kopfhörer,DE,NOUN,0
118,ama,TR,CCONJ,1
118,auf,DE,ADP,1
118,deutschen,DE,ADJ,0
118,Sound,DE,NOUN,0
118,.,OTHER,PUNCT,0
118,weißt,DE,VERB,0
118,du,DE,PRON,0
118,.,OTHER,PUNCT,0
119,Dann,DE,ADV,0
119,wird,DE,VERB,0
119,mir,DE,PRON,0
119,ja,DE,ADV,0
119,der,DE,PRON,0
119,Nachen,DE,NOUN,0
119,.,OTHER,PUNCT,0
120,Tust,DE,NOUN,0
120,ja,DE,ADV,0
120,auch,DE,ADV,0
120,nicht,DE,PART,0
120,alles,DE,DET,0
120,.,OTHER,PUNCT,0
121,Ja,DE,ADV,0
121,işte,TR,ADV,1
121,.,OTHER,PUNCT,0
121,böyle,TR,ADV,0
121,bakı,TR,NOUN,0
121,yorsun,TR,VERB,0
121,falan,TR,ADJ,0
121,.,OTHER,PUNCT,0
121,nee,DE,X,0
121,.,OTHER,PUNCT,0
121,ab,DE,ADP,0
121,und,DE,CCONJ,0
121,zu,DE,ADP,0
121,.,OTHER,PUNCT,0
122,Hättste,TR,PROPN,0
122,doch,DE,ADV,1
122,Hörspiel,DE,NOUN,0
122,machen,DE,VERB,0
122,können,DE,AUX,0
122,!,OTHER,PUNCT,0
123,Gut,DE,ADJ,0
123,.,OTHER,PUNCT,0
123,Punkt,DE,NOUN,0
123,!,OTHER,PUNCT,0
124,Danke,DE,NOUN,0
124,!,OTHER,PUNCT,0
125,Şey,TR,NOUN,0
125,.,OTHER,PUNCT,0
125,ne,TR,PRON,0
125,yaptın,TR,VERB,0
125,?,OTHER,PUNCT,0
126,Dann,DE,ADV,0
126,bin,DE,AUX,0
126,ich,DE,PRON,0
126,nach,DE,ADP,0
126,hinten,DE,ADV,0
126,gegangen,DE,VERB,0
126,.,OTHER,PUNCT,0
127,Ich,DE,PRON,0
127,hatte,DE,VERB,0
127,noch,DE,ADV,0
127,.,OTHER,PUNCT,0
127,ondan,TR,PRON,0
127,sonra,TR,ADV,0
127,sigara,TR,NOUN,0
127,içtim,TR,VERB,0
127,.,OTHER,PUNCT,0
128,Und,DE,CCONJ,0
128,dann,DE,ADV,0
128,bin,DE,AUX,0
128,ich,DE,PRON,0
128,wieder,DE,ADV,0
128,gekommen,DE,VERB,0
128,.,OTHER,PUNCT,0
129,Ich,DE,PRON,0
129,von,DE,ADP,0
129,der,DE,PRON,0
129,Stewardess,DE,NOUN,0
129,angemacht,DE,VERB,0
129,.,OTHER,PUNCT,0
129,von,DE,ADP,0
129,wegen,DE,ADP,0
129,.,OTHER,PUNCT,0
130,Warum,DE,ADV,0
130,?,OTHER,PUNCT,0
131,Jetzt,DE,ADV,0
131,bleiben,DE,VERB,0
131,Sie,DE,PRON,0
131,doch,DE,ADV,0
131,und,DE,CCONJ,0
131,sitzen,DE,NOUN,0
131,!,OTHER,PUNCT,0
132,Ach,DE,X,0
132,!,OTHER,PUNCT,0
133,Ich,DE,PRON,0
133,guck,DE,ADV,0
133,die,DE,PRON,0
133,an,DE,ADP,0
133,.,OTHER,PUNCT,0
134,Ich,DE,PRON,0
134,fliege,DE,VERB,0
134,zum,DE,ADP,0
134,---,OTHER,PUNCT,0
135,Ich,DE,PRON,0
135,bin,DE,AUX,0
135,auch,DE,ADV,0
135,total,DE,ADJ,0
135,motz,TR,NOUN,1
135,frech,DE,ADJ,1
135,.,OTHER,PUNCT,0
135,wenn,DE,SCONJ,0
135,mich,DE,PRON,0
135,so,DE,ADV,0
135,dumme,DE,NOUN,0
135,Bemerkungen,DE,NOUN,0
135,kommen,DE,VERB,0
135,ne,DE,X,0
135,.,OTHER,PUNCT,0
136,Entschuldigen,DE,VERB,0
136,Sie,DE,PRON,0
136,mal,DE,ADV,0
136,.,OTHER,PUNCT,0
137,Ich,DE,PRON,0
137,fliege,DE,VERB,0
137,zum,DE,ADP,0
137,ersten,DE,ADJ,0
137,mal,DE,ADV,0
137,alleine,DE,ADV,0
137,.,OTHER,PUNCT,0
138,Und,DE,CCONJ,0
138,kann,DE,AUX,0
138,nicht,DE,PART,0
138,dreizehn,DE,NUM,0
138,Stunden,DE,NOUN,0
138,auf,DE,ADP,0
138,meinem,DE,PRON,0
138,Hintern,DE,NOUN,0
138,sitzen,DE,VERB,0
138,.,OTHER,PUNCT,0
139,Wenn,DE,SCONJ,0
139,Sie's,DE,PRON,0
139,wollen,DE,AUX,0
139,.,OTHER,PUNCT,0
139,hier,DE,ADV,0
139,.,OTHER,PUNCT,0
139,nehmen,DE,VERB,0
139,Sie,DE,PRON,0
139,meinen,DE,AUX,0
139,Platz,DE,NOUN,0
139,.,OTHER,PUNCT,0
139,ich,DE,PRON,0
139,nehm,DE,INTJ,0
139,ihren,DE,DET,0
139,Job,DE,NOUN,0
139,ne,DE,X,0
139,.,OTHER,PUNCT,0
140,Sie,DE,PRON,0
140,guckt,DE,VERB,0
140,mich,DE,PRON,0
140,an,DE,ADP,0
140,.,OTHER,PUNCT,0
